content,content_language,id,lang,lang_orig,misinfome_label,split_label
"Preparing to make poverty free India.
Starting from Uttar Pradesh.
@yadavakakhilesh @myogiadityanath @aashishi sy @BJP. @https://t.co/eKo3x2FIMk","गरीबी मुक्त भारत बनाने की तैयारी।
उत्तर प्रदेश से शुरू।
@yadavakhilesh @myogiadityanath @aashishsy @BJP4India https://t.co/eKo3x2FIMk",1225284281850707970,en,hi,not_credible,rest
"Allah has decided that these views should be a divine presence.
We'll be the Shariah..
Where the beginning comes from somewhere...

Watch this from AAP MLA ullah.

He is heading hatred gang of Kejriwal.

Think and decide..

#ShaheenBaghProtest https://t.co/40nUPBheaU","अल्लाह ने तय कर दिया है की इन ज़ालिमों का ख़ात्मा होगा..
हम शरिया बनेंगे ..
कहीं न कहीं से शुरुआत तो होती ही है ..

Watch this from AAP MLA Amanatullah Khan.

He is heading hatred gang of Kejriwal.

Think and decide..

#ShaheenBaghProtest https://t.co/40nUPBheaU",1225043040542216197,en,hi,not_credible,rest
"""Allah has decided that these views should be a divine presence, and we will tell the Shariah ... somewhere else starts here.""
AAP Ka Amanatullah Khan
Guys here are AAP ideas
Now think about it... do you decide Allah, or do you decide anything?
Do you want to be Shariah or not? https://t.co/v2nRfESBBF","“अल्लाह ने तय कर दिया है की इन ज़ालिमों का ख़ात्मा होगा ..हम शरिया बनेंगे ..कहीं न कहीं से शुरुआत तो होती ही है ..”
AAP का अमानतउल्लाह खान
दोस्तों ये है AAP के विचार
अब ज़रा आप भी सोचिए ..सब अल्लाह ही तय करेंगे या आप भी कुछ तय करेंगे?
आप शरिया बनना चाहतें है या नहीं?? https://t.co/v2nRfESBBF",1225031553883037697,en,hi,not_credible,rest
,,1223941479770443776,en,en,not_credible,rest
"The china government  is doing everything within its power to control and totally eliminate the corona virus, millions of infected pigs were buried @realDonaldTrump @charliekirk11 @RealCandaceO @RyanAFournier @carrieksada https://t.co/cBWjTkVsaO",,1224641108564533249,en,en,not_credible,rest
The Home Ministry has said in a written reply in the #LokSabha on Tuesday that the government has not taken any decision on preparing a nationwide National Register of Citizens (NRC). (IANS) https://t.co/4c8ZB0yQIa,,1224602624579653632,en,en,not_credible,rest
Where is the outrage on this?  https://t.co/F5uMVR4wjR,,1224166416045072384,en,en,uncertain,rest
"The sickening...Aligarh Mohalla Shekhan Abar Quote

The daughter Tudwaya, for some 10 days, starved thirst for having become innocent of her mother.

Leaving Amma Alone To The Behind Boy, Delhi Shaheen Bag In A Shaheen Garden. https://t.co/737pbtNrAG","दर्दनाक.....अलीगढ़ मोहल्ला शेखान अपर कोट

बेटी ने ताला तुड़वाया तो अंदर 10 दिन से भूखी प्यासी अपनी अम्मा को देखकर बेसुध हो गई

अम्मा को अकेला छोड़कर बहू बेटा निकले दिल्ली शाहीन बाग में मौज मस्ती करने. https://t.co/737pbtNrAG",1224002785936470017,en,hi,not_credible,rest
,,1220930150205812742,en,en,not_credible,rest
,,1220661723201462272,en,en,not_credible,rest
"Magic blanket from AAP. The moment this divyang got the blanket he started walking. 

See it to believe it 😳😌 https://t.co/AWUmY4dsPE",,1222889246119219200,en,en,not_credible,rest
,,1219510001670057984,en,en,not_credible,rest
"Hindustan - Desh 
Dono alag alag hota hai ? 😂 https://t.co/sCKnU4Klvn","Hindustan - Desh 
Dono alag alag hota hai ? 😂 https://t.co/sCKnU4Klvn",1222080600833576960,en,tl,uncertain,rest
,,1218119559858671616,en,en,not_credible,rest
"Strategist of #ShaheenBagh 

Islamic Caliphate Chief strategist @khanumarfa explains how to fool people with words like ‘inclusive’ in order to establish an ideal Islamic Society in India.

Just write #SHAME  in reply if you condemn her strategy. https://t.co/a35CrYOkwZ",,1221371273130807296,en,en,not_credible,rest
"It was allegedly owned by a Chinese citizen carrying #coronavirus. ""Is the epidemic changing size?"" says the photo, which has a huge resonance with social media. he brought his question to mind. https://t.co/F7K8DBjoan","Fotonun, #coronavirus taşıyan bir çinliye ait olduğu iddia edildi. Sosyal Medya'da büyük yankı bulan fotoğraf, ""Salgın boyut mu değiştiriyor?"" sorusunu akıllara getirdi. https://t.co/F7K8DBjoan",1220367908863455233,en,tr,not_credible,rest
"Attack on iskcon temple in BANGLADESH. Accordingly the terrorists were attacked by a communal slogan on Sri Sri Gaura Gopal Vigra Mandir of Netrakona Muktar Para. Hindus are not safe in Bangladesh.

#IndiaSupportsCAA

@ISKCONnews @IskconInc @JasBJP @Sisirkumardatt3 @Being_Vinita https://t.co/YFpUbEMsaA",,1220188575075131394,en,en,not_credible,rest
"The following day arrived with the RSS shining with splendor and the fact that India was the biggest threat of the nation. 

RSS showed its title and squeezed the common man Ambedkar after Murdabad and set up his ""empire""

And that's how ""Manuswad lives,"" declared Evidently. https://t.co/Ae5hXmEIZB","आख़िर यह दिन आ ही गया जिसका RSS बहुत बेताबी से इँतजार कर रहा था और इसी बात का भारत देश की आत्मा को सबसे बड़ा ख़तरा था। 

RSS ने अपना खिनोना चेहरा दिखा दिया और सरेआम आम्बेडकर मुर्दाबाद के नारे लगाए और अपना “ सम्विधान” जला दिया।

और इसी प्रकार “ मनुवाद ज़िंदाबाद” एलान कर ही दिया। https://t.co/Ae5hXmEIZB",1219443359950860289,en,hi,not_credible,rest
"When it goes! 
If you want to take part in the performance against #CAA2019 and #NRC (which has not yet become up to any thought) you must wear a burqa and hijab. These people are inspired to leap the country towards Sharia law. https://t.co/zcQ5tbx1Np","गजब ! 
अगर आप #CAA2019 और #NRC (जिसको लाने का अभी तक कोई विचार तक नहीं हुआ है) के विरुद्ध आयोजित प्रदर्शन में भाग लेना चाहते है तो आपके लिए बुर्का और हिजाब पहनना अनिवार्य है। ये लोग देश को शरिया कानून की तरफ बढ़ाने की चाहत में अग्रसर है। https://t.co/zcQ5tbx1Np",1218093886209318912,en,hi,not_credible,rest
"Hello @_sabanaqvi as you claimed that this was not a #Muslim protest but "" interfaith "" . So women of all faiths have to dress in burkha or hijab? 
In addition to Rs 500 and biryani will there be a clothing Allowance too ?

#ShaheenBaghTruth 

#Mumbai @naqvimukhtar @HMOIndia https://t.co/o3OCz3dlcA",,1218088433731588099,en,en,not_credible,rest
This is why the Iranian missiles didn't damage the US base in Iraq . It's the US anti missile batteries.  Incredible to watch ....Via WA https://t.co/nKJvz94Jtr,,1217808078621462528,en,en,not_credible,rest
Tell me again how the open blatant Hinduphobia is going to make the fight against Islamophobia inclusive? https://t.co/JDtUHaDhV3,,1217767505478983681,en,en,not_credible,rest
Happy that the Hindu hatred is out there in the open now. No more Taquiyya. It’s naked Hindu Hatred now. https://t.co/RHXmxUA75U,,1217726862408871936,en,en,not_credible,rest
"#Breaking | @BJP4India’s @amitmalviya makes a SENSATIONAL charge at @INCIndia.

‘Congress is funding the protests at Shaheen Bagh’, claims BJP.

TIMES NOW’s Megha Prasad with details. https://t.co/0PHQOIMR7j",,1217683349755449344,en,en,not_credible,rest
This is how Genocide of #Kashmir began. With offending posters. Never forget. Defeat Neo-Islamist invasion of India. https://t.co/I1xPmduVV7,,1217656787781898240,en,en,not_credible,rest
"Attention India
When Muslims attacked the French police team, they returned and took one of their lives.
They are only likely to kill off if they attack them, not to. In Delhi, two police were swept over by Muslim crowds. They could not do without speaking. https://t.co/yAeio1T0gC","सावधान भारत
फ्रांस पुलिस की टीम पर जब मुस्लिम घुसपैठियों ने हमला किया तो पलटकर उन्होंने उन्होंने एक की जान ले ली।
उन्हें छूट है कि अगर उन पर हमला होता है तो वे जान से मार सकते हैं, यहां नहीं। दिल्ली में चालान पर दो पुलिस को मुस्लिम भीड़ ने जम कर धुनाई कर दी। भागकर जान बचा पाए। https://t.co/yAeio1T0gC",1217426794862628864,en,hi,not_credible,rest
She's not kidding me...😳 https://t.co/y4BnOaUn7H,Elle rigole pas mémére....😳 https://t.co/y4BnOaUn7H,1217135673968340995,en,fr,not_verifiable,rest
,,1214847469864935426,en,en,not_credible,rest
"The nephew of Honorable Lajapayee finally broke-up.Know what it said. 
👆 🏻 👆 👆 🏻👆in-cell 🏻, haven ","माननीय वाजपयी जी की भतीजी ने आखिरकार तोड़ी चुप्पी | जानिए क्या कहा 
👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻 @BJP4India @AmitShah @BJP4Maharashtra @ShivSena @NCPspeaks @INCIndia https://t.co/eLon3gstNm",1216956712340471809,en,hi,not_credible,rest
,,1214802540946055168,en,en,not_credible,rest
"According to @rahulkanwal singing Vande Mataram is Anti National activity ! 
#RahulKanwalExposed https://t.co/DsCte7mowB",,1216744379794120704,en,en,not_credible,rest
"Can the Congress and Communists deny what Indiraji did to Sitaram Yechuri, the President of Student Union in JNU, in 1975 during emergency ? The current govt hasn't done anything remotely close to this. https://t.co/YnrwEO2sCl",,1215464929869778944,en,en,not_credible,rest
"Ishkaran is drafting a legal notice to Deepika Padukone & producers, if they have changed name of accused from Muslim in real life to a Hindu name.

That is defamation.

For details follow @ishkarnBHANDARI",,1214878673150459904,en,en,not_credible,rest
"Netizens trend #BoycottChhapaak, claim the makers of the movie, which is based on real-life acid attack survivor Laxmi Agarwal, have changed the name of the attacker from 'Nadeem Khan' to 'Rajesh'

https://t.co/EP9hgYyEqJ",,1214819963564777472,en,en,not_credible,rest
#LeftAttacksJNU This started it  Left Goons attacking ABVP students when they went for registration yesterday was the last day of registration for winter semester https://t.co/HnirFYS907,,1214069905034629120,en,en,not_credible,rest
"Muslim and Leftists students in Mumbai again Raised Slogans ""Hinduo se Aazadi"" but this time not in Jamia or JNU , they raised Hinduo se Aazadi Slogans at Gateway of India Mumbai. Will @MumbaiPolice @OfficeofUT take action or support this goons Silently ? https://t.co/7Cq9ci8tE5",,1214027384602554370,en,en,not_credible,rest
,,1212016348315832330,en,en,not_credible,rest
"ಹಿಂಸಾಚಾರ ಮಾತ್ರ ಎಡಪಂಥೀಯರನ್ನು ವಿವರಿಸುತ್ತದೆ ಎಂದು ಮತ್ತೊಮ್ಮೆ ಸಾಬೀತಾಗಿದೆ.  ಎಡ ಗೂಂಡಾಗಳು ವಿನಾಶಕ್ಕೆ ಹೋಗಲು ಜೆಎನ್‌ಯು ನೆಲವಾಗಿರಲು ಸಾಧ್ಯವಿಲ್ಲ.  ಇದು ಈಗ ಸೈದ್ಧಾಂತಿಕ ಯುದ್ಧವಲ್ಲ.  ಸಾಕು ಸಾಕು!

 ಎಬಿವಿಪಿ ಅವರು ಅರ್ಥಮಾಡಿಕೊಳ್ಳುವ ಭಾಷೆಯಲ್ಲಿ ಉತ್ತರಿಸುತ್ತಾರೆ

#LeffAttacksJNU #SOSJNU https://t.co/Nyt9DoALIM","ಹಿಂಸಾಚಾರ ಮಾತ್ರ ಎಡಪಂಥೀಯರನ್ನು ವಿವರಿಸುತ್ತದೆ ಎಂದು ಮತ್ತೊಮ್ಮೆ ಸಾಬೀತಾಗಿದೆ.  ಎಡ ಗೂಂಡಾಗಳು ವಿನಾಶಕ್ಕೆ ಹೋಗಲು ಜೆಎನ್‌ಯು ನೆಲವಾಗಿರಲು ಸಾಧ್ಯವಿಲ್ಲ.  ಇದು ಈಗ ಸೈದ್ಧಾಂತಿಕ ಯುದ್ಧವಲ್ಲ.  ಸಾಕು ಸಾಕು!

 ಎಬಿವಿಪಿ ಅವರು ಅರ್ಥಮಾಡಿಕೊಳ್ಳುವ ಭಾಷೆಯಲ್ಲಿ ಉತ್ತರಿಸುತ್ತಾರೆ

#LeffAttacksJNU #SOSJNU https://t.co/Nyt9DoALIM",1213847103660675073,en,kn,not_credible,rest
"This video is shocking ...how can any protest have a right to defile the tenets of Hinduism ..who gives them the right to burn the pictures of Hindu Gods & Goddesses ..why should any protest be an Anti-Hindu protest??
Is this is what the Congress & Communists promote??
#Shame https://t.co/9rn2gIwQ9T",,1212595468968042497,en,en,not_credible,rest
"Pics of Hindu Gods were burnt in an anti CAA protest.

Even aftr govt explaining clearly abt CAA, a section going ahead w/ inciting activities.

I repeat, all these protests behind CAA are nothing other than blind hatred towards Hinduism. And their real issue is Ayodhya verdict. https://t.co/D5wgYaYut4",,1212441493186777088,en,en,not_credible,rest
,,1210822251815157766,en,en,not_credible,rest
,,1210174348637724672,en,en,not_credible,rest
"Nothing changed in my country on January #1st, 2020.

The live #NationalLottery Grand Jury Draw has the winning number below!

Three. watch out for a second, and then when their minds come to their heads, they pick up the text in 10 seconds!!!! https://t.co/VkoqUVgOXr","Ülkemde #1Ocak2020'de de hiç bir şey değişmemiş.

Canlı yayınlanan #MilliPiyango Büyük İkramiye çekilişinde rakamlar daha çekilmeden kazanan numara altta yazıyor!!

3. saniyeye dikkat, sonra akılları başlarına gelince yazıyı 10.saniyede kaldırıyorlar!!!! https://t.co/VkoqUVgOXr",1212308144921157633,en,tr,not_credible,rest
"Rajasthan Health Minister Dr Raghu Sharma: The Infant Mortality Rate in the state was 7.62% in 2014, 7.17% in 2015, 6.66% in 2016, 6% in 2017 & 6.11% in 2018. We have reduced it to 5.55% in 2019. https://t.co/bvxKukdYf9",,1211910273289748481,en,en,not_credible,rest
"“Loyalty is for dogs. 
We Muslims own India; 
our loyalty is to Islam.”

Indian @INCIndia Congress leader Nasimuddin Siddiqui unashamedly rejects all Indian laws not in conformity with Islamic Sharia.
https://t.co/gyQkT1AxSw",,1211907369845682178,en,en,not_credible,rest
,,1209364649398943744,en,en,not_credible,rest
"You're not afraid of...

But first, tell me which doctor is who put the hizab bar🤔

We have to lie! 😂 😂

#IndiaSupportsCAA https://t.co/kcIyDCFWCL","तुम ना डरो अच्छी बात है...

लेकिन पहले ये बताओ कि वो कौन सा डॉक्टर है जिसने हिजाब के ऊपर से पट्टी बांध दी 🤔

मतलब हद होती है झूठ की !! 😂😂

#IndiaSupportsCAA https://t.co/kcIyDCFWCL",1211600685185130496,en,hi,not_credible,rest
,,1209140789621743616,en,en,not_credible,rest
,,1207973306634256386,en,en,not_credible,rest
,,1207971681848811521,en,en,not_credible,rest
,,1207875114148089857,en,en,not_credible,rest
,,1207756983639539712,en,en,not_credible,rest
,,1207650098739499008,en,en,not_credible,rest
"Rahman Chacha was disposed of stones with Rs 500...  ...  
the UPP police made them 1,50,000 
Notice 😉 sent 😉 https://t.co/kDq89W9QC4","रहमान चचा 500  रु लेकर पत्थर फेंकने गये थे....  
यूपी पुलिस ने उन्हें 1,50,000 का 
नोटिस भेज दिया😉😉💪 https://t.co/kDq89W9QC4",1210133527217393664,en,hi,not_credible,rest
"@AcharyaSuryans2 @swamidipankar Innovative counter attack...
When Indian police raided a village, the civilians used armoured infantry.....🤣 https://t.co/ChnVQf1Gf4",,1209841899378483200,en,en,not_credible,rest
,,1206540331761590273,en,en,not_credible,rest
"Cartoon published in a newspaper in Europe. ..

 पर हम नहीं समझेंगे कभी ...है न...???😐 https://t.co/0bmyhkYB29",,1209161657965924354,en,en,not_credible,rest
Look at this photo and u will come to know who r behind the violence #BlackDay #StudentsProtest https://t.co/rh5zqhXKZ1,,1206648308854403074,en,en,not_credible,rest
,,1205726355373076480,en,en,not_credible,rest
"Ye kya masla hai,? https://t.co/9R8k8e27tg","Ye kya masla hai,? https://t.co/9R8k8e27tg",1206584124862910464,en,sw,not_credible,rest
"If it is possible for you to stay under such conditions, you must be quiet again.
A picture of Assam's Deutenation Center...
#Jamia 
#CABProtests 
#StandWithJamia 
#CAB_NO_WOULD: https://t.co/eyiJf9nh9N","इस तरह के हालात मे रहना आप को मंजूर हे तो फिर आप का चुप रहना लाज़्मी हे..
असम के डीटेंशन सेंटर की एक तस्वीर..!
#Jamia 
#CABProtests 
#StandWithJamia 
#CAB_नहीं_चलेगा https://t.co/eyiJf9nh9N",1206262888597319680,en,hi,not_credible,rest
"AAP MLA #AmanatullahKhan was seen in New Friends Colony in Delhi where violent protests took place & 2-3 buses were set on fire

#AapBurningDelhi 

AAP showing it's true colors 

https://t.co/JD5Iprh0Ns",,1206227389442854913,en,en,not_credible,rest
Your MLA was part of the mob that torched the bus. And here on Twitter you are issuing peace appeals. How do you live with yourself 🤷🏻‍♀️ https://t.co/njUb1bCSZG https://t.co/H6FDLAMaCw,,1206199319512043522,en,en,not_credible,rest
,,1205037822169796608,en,en,not_credible,rest
,,1203741425420161035,en,en,not_credible,rest
,,1203739607042547713,en,en,not_credible,rest
Union Minister Smriti Irani in Lok Sabha on Rahul Gandhi's 'rape in India' remark: This is first time in history that a leader is giving a clarion call that Indian women should be raped. Is this Rahul Gandhi's message to the people of the country? https://t.co/BSTDlIoZ1h,,1205362809690710016,en,en,not_credible,rest
"People running from their own homes are recognized... 

Hint: There is a state Chief Minister.
#AssamProjectsCAB 
#ainstCABAConstitution 
#CAB_NO_WOULD: https://t.co/Hdnc0jKYIN","अपने ही घर के पिछवाड़े से भागते इस व्यक्ति को पहचानते हैं..? 

हिंट : एक राज्य के मुख्यमंत्री हैं।
#AssamRejectsCAB 
#CABAgainstConstitution 
#CAB_नहीं_चलेगा https://t.co/Hdnc0jKYIN",1205300224442241024,en,hi,not_credible,rest
,,1202107673262452736,en,en,not_credible,rest
"Hindu student Wearing Lord Ayyappa Mala, Xtian Head Master order to clean school Toilet with Acid, it spilled, burned his hands. Govt aided Good Shepherd Hr Sec School, Idayar Palayam, Tuticorin, HM lies. Police should Arrest these communal barbaric xtian thugs. @KASengottaiyan https://t.co/nuhRhWZjMB",,1202976277734424576,en,en,not_credible,rest
"After snowing in Ankara, children bowing downhill complained to police about the noise.  
The police came to the scene and slipped with the children to intervene...)
https://t.co/0H9nFXRKXY","Ankara’da kar yağışı sonrası, yokuş aşagı kayarak eğlenen çocukları, gürültü yaptıkları gerekçesi ile polise şikayet ettiler.  
Polis olay yerine gelip, çocuklarla beraber kayarak olaya müdahale etti..:)
https://t.co/0H9nFXRKXY",1202526330551721984,en,tr,not_credible,rest
,,1198974069166821376,en,en,not_verifiable,rest
"In Dubai 5 years old girl was raped, court within 15 minutes ordered to shoot him.
@narendramodi @AmitShah @kishanreddybjp @JPNadda @blsanthosh @BSYBJP @BSBommai @UmeshJadhav_BJP https://t.co/2fQuhuaRsK",,1201877278206152704,en,en,not_credible,rest
💞 you're watching the extraordinary moments between a leopard and a young gazelle. https://t.co/WMzaVwdYVN,💞 Bir leopar ile yavru ceylan arasında yaşanan sıradışı anları izliyorsunuz. https://t.co/WMzaVwdYVN,1201231466212085762,en,tr,not_credible,rest
,,1197193606186094593,en,en,not_credible,rest
,,1197044736718180357,en,en,not_credible,rest
Mumbai police distribute Tazbee at Kausa Masjid on the First Jummah after #UddhavThackeray Oath. He too has started appeasement politics .. power main rehne ke liye kuch bhi karega.. #UdhavCheatsMaharashtra https://t.co/gIkzVLKiZa,,1200864462606983168,en,en,not_credible,rest
,,1196730323892981760,en,en,not_credible,rest
,,1196716332902834187,en,en,not_credible,rest
"Let's take a moment to remember the hero of 26/11!

He took over 40 rounds from the AK47 of Ajmal Kasab, but captured him alive.

We salute you, Sri Tukaram Omble Ji!
#MumbaiTerrorAttack https://t.co/7G8l58drQS",,1199149042682347520,en,en,not_credible,rest
MAIS COLÔMBIA EM GREVE GERAL https://t.co/KT58xszSu5,,1197694093046034433,en,en,not_credible,rest
,,1196459323116814336,en,en,not_credible,rest
"This is the photo posted by Carlos Bolsonaro, minutes after the murder from Marielle Franco. DID YOU UNDERSTAND WHY HE DID OFF ALL THE SOCIAL NETWORKS? Just what the crowd had already kept the images.... THE PLATE IS WARNING!! https://t.co/iEv6qYTUKo","Eis a foto postada por Carlos Bolsonaro, minutos após o assassinato de Marielle Franco. DEU PRA ENTENDER PORQUE ELE APAGOU TODAS AS REDES SOCIAIS? Só que a galera já havia guardado as imagens.... A CHAPA TÁ ESQUENTANDO!! https://t.co/iEv6qYTUKo",1197511631737118722,en,pt,not_credible,rest
A student of JNU knows who's forty-five years old? What does Abdul Raza Congress chief ministership consider? https://t.co/fRl4rRwWI2,ये JNU का छात्र निकला 45 वर्ष का जानते हैं कौन है ? अब्दुल रजा कांग्रेस का मण्डल अध्यक्ष कुछ समझे ? https://t.co/fRl4rRwWI2,1196745049410719744,en,hi,not_credible,rest
"#45, Abul_Raza Congress's #sphere_president is still studying in JNU.
Hopped man... 😠 😠 😡
#ShutDownJNU https://t.co/97PW0nVKNw","45 वर्षीय #अब्दुल_रजा कांग्रेस का #मण्डल_अध्यक्ष भी अभी JNU में पढ़ाई कर‌ रहा हैं।
हद हो गयी यार…😠😠😡
#ShutDownJNU https://t.co/97PW0nVKNw",1196701445505970177,en,hi,not_credible,rest
"Not for most #JNU checks, there will be a number of others who have fallen on land outside a city for free accommodation and facilities in Metropolis like Delhi.

Get me the edmission. https://t.co/nJwnQMa276","सही से #JNU की पड़ताल की जाए तो बहुत से ऐसे भी निकलेंगे जो दिल्ली जैसे महानगर में मुफ्त का आवास और सुविधाओं के लिए बर्षो से वहाँ डेरा जमाए बैठे है ।

मेरा भी एडमिशन करा दो । https://t.co/nJwnQMa276",1196545284190482444,en,hi,not_credible,rest
"That baldy looks like he's been there for a while.. ₹10 room, free food, generous stipend, condom vending machine.. What else a 'revolutionary' want? 😄 https://t.co/2ygF1O0NmA",,1195759678787145730,en,en,not_credible,rest
"Do these people want to do it? 

This is @advsanwar made a false foatoshop and \BAR's uncommon conspiracy against @ippatel

It seems people have been in a fringe conspiracy of riots

@police - The behind the bars immediately https://t.co/2p7q4Laocn","क्या ये लोग दंगे करवाना चाहते हैं? 

ये देखिये @advsanwar ने झूठी फोटोशॉप बनाई और @ippatel के खिलाफ नफरत फैलाने की खुलेआम साजिश की

लगता हैं ये लोग देश में दंगे की गंदी साजिश में लगे हैं

@Uppolice  - such person should be behind the bars immediately https://t.co/2p7q4Laocn",1195751745676181506,en,hi,not_credible,rest
A Kashmiri Muslim child has just been tortured to death by RSS Hindutva Nazi goons. My question to western leaders: would you allow this to happen to your children & silently spectate? Can any sane mind justify this? #100DaysOfKashmirSiege https://t.co/dsS3kuCY5C,,1194227857356206082,en,en,not_credible,rest
"The Syrian Provisional Government in Gaziantep was found to have issued high school equivalents to the Syrians, and the Syrians had the right to apply for the document to Turkish universities. via @newsletter https://t.co/AyCpEqlmS2",Gaziantep'te kurulan Suriye Geçici Hükümeti'nin Suriyelilere lise denklik belgesi verdiği ve Suriyelilerin ise söz konusu belgeyle Türk üniversitelerine başvurma hakkına sahip olduğu öğrenildi. via @gazetesozcu https://t.co/AyCpEqlmS2,1194153795757989889,en,tr,not_credible,rest
"A section of Indian media ran a disinformation campaign that prayers were not allowed by Indian security forces at the Hazratbal shrine in Srinagar on Eid Milad yesterday. Guess, who is using this fake news the most? Pakistan. Now check this & see for yourself what the truth is. https://t.co/lMuJjqUrZV https://t.co/5q8Z5FJcWS",,1193928070677139456,en,en,not_credible,rest
Kalol College pacvhad હરીનગર - ૨ માં એક છોકરો જેનું નામ સુભાષ શાહુ છે અને  આ છૉકરા નૅ પબજી રમતા હાત બંઘ નથી થતા અનૅ છૉકરૉ મૅનટલ થૈ ગયૉ છૅ તમનૅ હાથ જૉડી નૅ વિનતી છૅ કૅ પબજી રમવા નુ બંધ કરૉ અનૅ આ વીડિયૉ આગળ મૉકલૉ જે થી બીજા કૉઈના છૉકરા નૉ જીવ બચી જાય 🙏 પબજી બંધ કરૉ https://t.co/9qPD3C6sBR,Kalol College pacvhad હરીનગર - ૨ માં એક છોકરો જેનું નામ સુભાષ શાહુ છે અને  આ છૉકરા નૅ પબજી રમતા હાત બંઘ નથી થતા અનૅ છૉકરૉ મૅનટલ થૈ ગયૉ છૅ તમનૅ હાથ જૉડી નૅ વિનતી છૅ કૅ પબજી રમવા નુ બંધ કરૉ અનૅ આ વીડિયૉ આગળ મૉકલૉ જે થી બીજા કૉઈના છૉકરા નૉ જીવ બચી જાય 🙏 પબજી બંધ કરૉ https://t.co/9qPD3C6sBR,1193925324121296901,en,gu,not_credible,rest
"Seen here campaigning alongwith TMC MP Mahua Moitra is Thanapara P.S. OC Sumit kr. Ghosh who is regularly seen going for door to door campaign for the upcoming Karimpur by-election. Has Bengal police become a TMC stooge? 
@narendramodi @AmitShah https://t.co/vnSd5ssVhC",,1193866578686808064,en,en,not_credible,rest
We have all heard Indian mimicry artists milicing Indian Politicians. Here is a Pakistani artist immitatimg Imran Khan... you would love it 😀😀😀 https://t.co/ArqbnC3Hnw,,1191736015339192320,en,en,not_credible,rest
,,1189093039664447488,en,en,not_credible,rest
"Pak comedian imitating Imran Khan's speech at UN - 
hilarious https://t.co/mSDTFmRXyH",,1191183608049848320,en,en,not_credible,rest
,,1188571619414990849,en,en,not_credible,rest
,,1188157464539062272,en,en,not_credible,rest
AMERICAN HERO! https://t.co/XCCa2sGfsZ,AMERICAN HERO! https://t.co/XCCa2sGfsZ,1189601417469841409,en,so,not_credible,rest
,,1187302246536503297,en,en,not_credible,rest
"Is this true that Cochin based ISIS Caliphate organization is Converting Hindu girls and selling online. 

See the rate cards. https://t.co/AaqQnr6Wpk",,1189208792409366528,en,en,not_credible,rest
"The Hungarian Parliament has introduced the article ""We are brothers and Turks"" in their constitution, Article 3. He accepted it as his substance, which was approved by President James Ader.
Brother Hungary 🇭 🇺 🇷","Macaristan Parlamentosu ""Türkler ile kardeşiz"" maddesini anayasalarının 3. Maddesi olarak kabul etti ve bu karar Cumhurbaşkanı James Ader tarafından onaylandı..
Kardeş Macaristan🇭🇺 🇹🇷",1188545081852207104,en,tr,not_credible,rest
"Gun attack at shopping Mall at Amsterdam, Holland this morning. World changes. https://t.co/A7yySaW3C4",,1187757196009852929,en,en,not_credible,rest
"Among people killed by India 
1. Colonel Gulmet Singwanya
2. Abrar Kashyap
3. Ram Bahadur Gurung
4. Shivaji Trewi
These three major
5. Ram Kapoor
6. Abhishek Kumar
7. Bhum Kumar
22 other unidentified soldiers are
3 complete camps have been destroyed. More loss feared
When they had left the white flag, https://t.co/iLOcc8B7GZ","بھارت کےہلاک ہونےوالےلوگوں میں 
1۔کرنل گلمیت سنگھانیا
2۔ابھیناوکشیپ
3۔رام بہادر گرنگ
4۔شیوسر تریدوی
یہ تینوں میجر
5۔رام کپور
6۔ابھیشیک کمار
7۔بھوم کمار
۲دیگر نامعلوم فوجی شامل ہیں
ساتھ 3 مکمل کیمپ نیست ونابود ہوگئے ہیں۔مزید نقصان کا اندیشہ
جو بچ گئےانہوں نےسفید جھنڈا لہرادیا تھا https://t.co/iLOcc8B7GZ",1185979006157512705,en,ur,not_credible,rest
"#IndianArmy hoists white flag to collect the dead bodies of their soldiers who were killed by the Pakistan Army at the Line of Control clashes.
#PakistanArmy zinda bad👍💪
Pakistan painda bad.🇵🇰❤ https://t.co/U3HneKzHi2",,1185899270509084674,en,en,not_credible,rest
"Owaisi #Kamlesh_Tiwari, a norm after the death of Chowrers and terrorists, exploited the death of their fight.

It looked as if a mission had been successful.

@myogiadityanath @AmitShah and @dram odi, don't go out and how many #eshTiwari
that would cause the murder

@aimim_national #BindasBol https://t.co/bggFOvUHWU","चोरों और आतंकियो की मौत का मातम मनाने वाला ओवैसी #कमलेश_तिवारी के बलिदान के बाद झूम कर नाचा

ऐसे लगा कि जैसे इसका कोई मिशन सफ़ल हुआ हो.

@myogiadityanath @AmitShah और @narendramodi जी, इसका बाहर रहना न जाने और कितने #KamleshTiwari
की हत्या की वजह बनेगा

@aimim_national #BindasBol https://t.co/bggFOvUHWU",1185786955310624768,en,hi,not_credible,rest
Bangalore Electronic city flyover.. https://t.co/WLhN8QWGtS,,1185030691974610944,en,en,not_credible,rest
,,1182980320582193153,en,en,not_credible,rest
,,1182952480604340224,en,en,not_credible,rest
