content,content_language,id,lang,lang_orig,misinfome_label,split_label
"Just think back to the ddl #Pillon. Abolishing the child's maintenance allowance is not in keeping with Italian reality: Only one in three mothers works, in the south even less.
Moreover, imposing family mediation prior to the request for separation restricts individual freedom.","Giusto ripensare il ddl #Pillon. Abolire l’assegno di mantenimento per i figli non fa i conti con realtà italiana: solo una madre su 3 lavora, al Sud ancora meno.
Inoltre, imporre la mediazione familiare prima della richiesta di separazione limita la libertà individuale.",1039927679473135623,en,it,credible,training
"Hypocrisy of the children, as the number of MPs is cut @Roberto_Fico decides to recruit new officials and employees in #Chamber @Montecitorio wastchi and shame of the children https://t.co/pjSjwX9bh9","Ipocrisia dei grillini, mentre si taglia il numero dei parlamentari @Roberto_Fico decide nuove assunzioni di funzionari e impiegati alla #Camera @Montecitorio sprechi e vergogna dei grillini https://t.co/pjSjwX9bh9",1151219533371363330,en,it,uncertain,training
,,1141966683818487809,en,en,not_credible,training
"A rare animal that cries like a man - this animal is found in Arabian peninsula and until they found it crying, they used to believe that the cry was of the dead souls from the graves! #nature #animals https://t.co/crpjRPI2QC",,1141623764116881408,en,en,not_credible,training
So John Kerry just left a meeting @ L’Avenue in Paris w/3 Iranians. A friend was sitting next to their table and heard JK blasting @realDonaldTrump. The Iranians had a 5 person security detail and left in diplomatic vehicles. Is he FARA registered? @seanhannity @TuckerCarlson https://t.co/vVYwDQTPNb,,995312025139073026,en,en,not_verifiable,training
,,855166129613844481,en,en,not_credible,training
Times Square New York! Jai Shri Ram!!! https://t.co/M2aiO8JBKn,,1290996023834185728,en,en,not_credible,training
"Suicide figures are up 200% since lockdown. Could 2 friends please copy and re-post this tweet? We’re trying to demonstrate that someone is always listening.

Call 116 123 (Samaritans UK)

Just two. Any two. Copy, not retweet
#SuicideAwareness",,1277609184482164736,en,en,not_verifiable,training
"When we say #DefundPolice, what we mean is people are dying and we need to invest in people's livelihoods instead.

EXAMPLE: Detroit spent $294 million on police last year, and $9 million on health.

This is systemic oppression in numbers. https://t.co/oPe0GD3D6p",,1268566457585106945,en,en,mostly_credible,training
,,1223543439993856000,en,en,uncertain,training
Istanbul's water resources have been lowest in 10 years at https://t.co/Yrn3zQrsmv https://t.co/X8Anx2OpKb,İstanbul'un su kaynakları son 10 yılın en düşük seviyesinde https://t.co/Yrn3zQrsmv https://t.co/X8Anx2OpKb,1201920989770264577,en,tr,uncertain,training
"The public is employment for Syrian asylum seekers, due to the International Youth Solidarity Association, the ""Hope for All"" project, conducted through financial support from the German Federal Ministry of Economic Co-operation and Development! Great Turkey! We're going to have a Syrian government officer now! https://t.co/PpwSPpDv18","Uluslararası Gençlik Dayanışma Derneği, Alman Federal Ekonomik İşbirliği ve Kalkınma Bakanlığı finansal desteği ile yürüttüğü ""Herkese Umut"" projesiyle Suriyeli sığınmacılar kamuda istihdam ediliyor! Müjde Türkiye! Artık Suriyeli devlet memurumuz olacak! https://t.co/PpwSPpDv18",1200802769663336448,en,tr,uncertain,training
"Manoj Tiwari,https://t.co/dYxEyF5Y5m,a mosque encounter a mosque in Haryana.",हरियाणा में बीजेपी की खस्ता हालत देख मस्जिद का रुख करते मनोज तिवारी https://t.co/dYxEyF5Y5m,1186691774426820608,en,hi,not_credible,training
man... camera https://t.co/0j2DhgzqSH,camera man ko .. https://t.co/0j2DhgzqSH,1180197907091222528,en,id,not_credible,training
Insee: 120 million Social Security numbers (for 67 million inhabitants) https://t.co/XheTRotgwi via @,Insee: 120 millions de numéros de Sécurité sociale (pour 67 millions d’habitants) https://t.co/XheTRotgwi via @,1137267894360956928,en,fr,not_credible,training
"Republicans on JFC did nothing to address CAFO oversight as literal manure is coming out of people’s faucets. We can't let Wisconsin communities suffer like Flint, Michigan.  #WIBudget #CleanWaterWI https://t.co/zYktcp2Ckk",,1133772673098559488,en,en,uncertain,training
"From new airport:
Citizenship for $250,000. https://t.co/6wkNqdHdXb","Yeni havalimanından:
250.000 dolara vatandaşlık. https://t.co/6wkNqdHdXb",1116988072653217793,en,tr,credible,training
"BME students make up 17.9% of all British Oxford undergraduates. That's pretty close to the percentage of BME people among 17-24-year-olds in England and Wales – 18.3%. If you include post-grads and international students, total number of BME students at Oxford climbs to 28%.",,999354217050656769,en,en,credible,training
Things are really getting ridiculous. The Failing and Crooked (but not as Crooked as Hillary Clinton) @nytimes has done a long & boring story indicating that the World’s most expensive Witch Hunt has found nothing on Russia & me so now they are looking at the rest of the World!,,998187672979038208,en,en,uncertain,training
,,974624870100332544,en,en,not_verifiable,training
"Why does the Mueller team have 13 hardened Democrats, some big Crooked Hillary supporters, and Zero Republicans? Another Dem recently added...does anyone think this is fair? And yet, there is NO COLLUSION!",,975350027169206273,en,en,uncertain,training
"A black woman in New York City is 12 times more likely to die in childbirth than a white woman. This isn’t an accident—it's a failure of policy and justice, and one we can’t accept. We have a moral responsibility to right it.",,1093511280705658880,en,en,mostly_credible,training
"on meeting with Scott Strazik, CEO of General Electric Power, we talked about the enterprise project investing US$ 1 billion to the long of the next 5 years on Lins, in the inside of São Paulo. Projects of this magnitude will foster the development from SP and generate plus jobs to the population https://t.co/8glcXRC6hs","Em reunião com Scott Strazik, CEO da General Electric Power, conversamos sobre o projeto da empresa investir US$ 1 bilhão ao longo dos próximos 5 anos em Lins, no interior paulista. Projetos desta magnitude vão fomentar o desenvolvimento de SP e gerar mais empregos p/ a população https://t.co/8glcXRC6hs",1088151629747183616,en,pt,not_verifiable,training
"Uranium deal to Russia, with Clinton help and Obama Administration knowledge, is the biggest story that Fake Media doesn't want to follow!",,920972261032648705,en,en,not_verifiable,training
This is striking: 50% of households that claim State & Local Tax deduction make under $100K – & now @SpeakerRyan wants to throw it away.,,918531606100545536,en,en,mostly_credible,training
"Year 1969; This is Ankara Memorial, visitors. Apollo 11 astronauts, Armstrong, Aldrin, Collins, the year they set foot on the moon... https://t.co/tt2Zz7BQam","Yıl 1969 ; yer  Ankara Anıtkabir, ziyaretçiler; Apollo 11 astronotları, Armstrong, Aldrin, Collins, aya ayak bastıkları yıl... https://t.co/tt2Zz7BQam",889218085605040129,en,tr,credible,training
The PEC what ends with the privileged forum was approved earlier by the Senate! https://t.co/UuXvYVqLKW,A PEC que acaba com o foro privilegiado foi aprovada há pouco pelo Senado! https://t.co/UuXvYVqLKW,870030732214898689,en,pt,not_verifiable,training
"Forced Vaccinations Violate Constitutional Rights, Sweden’s Parliament Declares https://t.co/IX61BC1o1f #news via @activistpost",,863429059971346434,en,en,not_credible,training
A government shutdown will be devastating to our military...something the Dems care very little about!,,953987636057821184,en,en,not_credible,training
"The only problem for 18,000 staff at NASA is extraterrestrial beings and the secret of the universe. the 118,000 employees working in diyanet, the girls' ""between the legs"", with almost the same budget!","NASA'da çalışan 18.000 personelin tek derdi, dünya dışı varlıklar ve evrenin sırrı... diyanet'te çalışan 118.000 personelinki ise, kız ""çocuklarının bacak arası"" neredeyse aynı bütçeyle..!",948598431450390528,en,tr,uncertain,training
"....came to the campaign. Few people knew the young, low level volunteer named George, who has already proven to be a liar. Check the DEMS!",,925335577217683456,en,en,not_verifiable,training
,,993422863356088321,en,en,not_credible,training
"I called President Putin of Russia to congratulate him on his election victory (in past, Obama called him also). The Fake News Media is crazed because they wanted me to excoriate him. They are wrong! Getting along with Russia (and others) is a good thing, not a bad thing.......",,976532956557737984,en,en,not_verifiable,training
There are more immigrants in our country right now than any other time. Is the country more united? Stronger? Just the opposite & everyone knows it. Maybe that's bc our elites welcome immigrants by telling them how flawed America is and how bigoted its native population #Tucker,,961771256868634630,en,en,mostly_credible,training
,,948616433336049665,en,en,credible,training
"Great to see how hard Republicans are fighting for our Military and Safety at the Border. The Dems just want illegal immigrants to pour into our nation unchecked. If stalemate continues, Republicans should go to 51% (Nuclear Option) and vote on real, long term budget, no C.R.’s!",,955056249925750784,en,en,not_verifiable,training
"The Kate Steinle killer came back and back over the weakly protected Obama border, always committing crimes and being violent, and yet this info was not used in court. His exoneration is a complete travesty of justice. BUILD THE WALL!",,936551346299338752,en,en,not_verifiable,training
Now Republicans want to restore #gunrights to felons- something they lose after criminal conviction- CJS bills have prevented for 24 years,,907680479045877761,en,en,mostly_credible,training
"For all of those (DACA) that are concerned about your status during the 6 month period, you have nothing to worry about - No action!",,905788459301908480,en,en,not_verifiable,training
,,871136308147752961,en,en,uncertain,training
"We're number one in child pornography in the first five, animal rape.
Training 71.
Justice 99. We're next.
Fortunately, we're clean.","Çocuk pornosunda ilk 5 te, hayvan tecavüzünde birinci sıradayız.
Eğitimde 71.
Adalette 99. Sıradayız.
Neyseki Müslümanız içimiz temiz.",903512674276802560,en,tr,uncertain,training
"After you've made this place, you've got to go sit in the city, why you come here. You don't get it. https://t.co/l3GGigu2aA","Burayı, şu hale getirdikten sonra git şehirde otur zaten, buraya niye geliyorsun.Buna hiç mi kafası basmıyor insanların. https://t.co/l3GGigu2aA",876720233029021696,en,tr,credible,training
The bitter truth: The freedom of expression on Arab TV is greater than Turkey. https://t.co/DOybUcmZwO (via @paraantez),Acı gerçek: Arap televizyonlarındaki ifade özgürlüğü ortamı Türkiye'den daha fazla. https://t.co/DOybUcmZwO (via @paraantez),872377611921629184,en,tr,credible,training
"The PEC from the privileged of the end Senate of the, voted yesterday, is an illusion. In practice, he continues to shield parliamentarians.","A PEC de fim do foro privilegiado do Senado, votada ontem, é uma ilusão. Na prática, continua blindando parlamentares.",870297901876097028,en,pt,credible,training
"Delhi govt schools get 88.27% results in Class 12. Pvt schools: 79.27%. Govt schools do better than pvt schools, for a second year in row!",,868762784074350592,en,en,mostly_credible,training
We intend to clear the line from exams on 90 days. The begins Dear health Runner on the day first from our management! #AceleraSP https://t.co/Lrk5OE58vk https://t.co/FhA1foGcji,Pretendemos zerar a fila de exames em 90 dias. O Corujão da Saúde começa no primeiro dia de nossa gestão! #AceleraSP https://t.co/Lrk5OE58vk https://t.co/FhA1foGcji,812360769866174464,en,pt,not_verifiable,training
Please share... https://t.co/pr9X6tVO0l,Lütfen paylaşın... https://t.co/pr9X6tVO0l,792062154925084673,en,tr,uncertain,training
"Corona virus treatment fees by country

🇺 🇸 Us: $34,000
🇳 🇱 Netherlands: 28,000 euros
🇪 🇸 Spain: 20,000 euros 
🇫 🇷 France: 25,000 euros
🇳 🇮 Israel: $24,000
🇬 🇧 UK: 30,000 euros
🇩 🇪 Germany: 32,000 euros
🇹 🇷 Turkey: FREE.

May Allah Not Hurt Our Government ‼️","Ülkelere göre Korona Virüs tedavi ücretleri

🇺🇸Abd: 34.000dolar
🇳🇱Hollanda: 28.000 euro
🇪🇸İspanya: 20.000 euro 
🇫🇷Fransa: 25.000 euro
🇳🇮İsrail: 24.000 dolar
🇬🇧Ingiltere: 30.000 euro
🇩🇪Almanya: 32.000 euro
🇹🇷Türkiye: BEDAVA.

Allah Devletimize Zeval Vermesin ‼️",1244337762452594689,en,tr,uncertain,training
Someone in Goa apparently came up with this innovative way to make people stay indoors. (Source - unknown) #SocialDistancing #StayHomeSaveLives #COVID https://t.co/fDP1QIufB3,,1244114639136477185,en,en,not_credible,training
,,1233071515811356674,en,en,not_credible,training
"AAP workers indulge in brutality, lynch a man in Arvind Kejriwal’s road show, who remains a mute spectator, doesn’t intervene, goes around his program as if nothing is happening...

Is this man even fit to be in public life let alone occupy a public office?https://t.co/baYVtrY7Qi",,1223158193578221568,en,en,uncertain,training
"What a mesmerising view.

More than 30,000 People singing Vande-Mataram together.

Can we file anti nationals charge sheets on this 30k People @rahulkanwal ???

@ShefVaidya @TajinderBagga @KapilMishra_IND @Shehzad_Ind @sanghaviharsh @AdityaTrivedi_ https://t.co/kTv7J3Xydh",,1216742506232107009,en,en,not_credible,training
,,1210023117633945600,en,en,not_credible,training
"Women can earn up to 20% less in the same job than men. There is now a #innovative and #transversal bill in the Chamber (@chiaragribaudo & (c) Let's give him strength, along with other measures, for this theft to disappear.
#areEven https://t.co/2zSVuhSrvt","A parità di mansioni le donne possono guadagnare fino al 20% in meno degli uomini. Alla Camera ora c’è un disegno di legge #innovativo e #trasversale (@chiaragribaudo &amp; co). Diamogli forza, insieme ad altre misure, perchè questo furto scompaia.
#siamoPari https://t.co/2zSVuhSrvt",1181969269166428161,en,it,mostly_credible,training
"Empire State Building,New York, lit in our tricolour. Happy Independence Day,India. Proud of you🇮🇳 https://t.co/TrbFAa0bgW",,1162447912586088449,en,en,uncertain,training
,,1152622944104808448,en,en,credible,training
"The Atatürk airport will reopen :)
Three. Airport's a parking lot now
It's being shut off on a flight from September! 
The migration of migratory birds, the opening of the high winds, especially the entrance to Bulgaria's airspace when landing, are the major problems. https://t.co/IZTKCqedCi","Atatürk havaalanı tekrardan açılacakmış :)
3. Havalimanı artık otopark olur
Eylül ayından itibaren uçuşa kapatılıyor.! 
Göçmen kuşlarının göç yolu olması, sert rüzgar lara açık alan olması, bilhassa iniş yaparken Bulgaristan hava sahasına girilmesi sorunların en başlıcası.. https://t.co/IZTKCqedCi",1155045974227767296,en,tr,not_credible,training
,,1136366131952988160,en,en,not_verifiable,training
Is it a crime for an American campaign to consider information from a foreign source or to obtain it? If so the allegation that the DNC  colluded with Ukrainian officials to generate information to hurt the Trump campaign and help the Clinton campaign must be investigated.,,1120101095471296514,en,en,not_verifiable,training
"ये तीसरा हाथ किसका है @RahulGandhi जी । i told u yesterday na, Hire Good PR Agency https://t.co/0QWpOrTUMj",,1115133828840845312,en,en,uncertain,training
"Location: Bolu Province
The students are taken from class to the rally. That's why we're at the end of Training. https://t.co/3OkOhwPoFG","Yer: Bolu
Öğrenciler dersten alınıp mitinge götürülüyorlar. O yüzden Eğitim Öğretimde sonlardayız. https://t.co/3OkOhwPoFG",1110884038435311621,en,tr,credible,training
The average tax refund is down about $170 compared to last year. Let’s call the President’s tax cut what it is: a middle-class tax hike to line the pockets of already wealthy corporations and the 1%.,,1095052105327484931,en,en,not_credible,training
"After many fatwas against Christmas celebrations (an imam even said that wishing ""Merry Christmas"" is worse than murder), Egyptians are destroying a tree. 
Christians in the Muslim world celebrate in terror. https://t.co/XBBhY6eFHI","Après les nombreuses fatwas contre les célébrations de Noël (un imam a même dit que souhaiter un ""Joyeux Noël"" est pire le meurtre), des Égyptiens détruisent un sapin. 
Les chrétiens du monde musulman célèbrent leurs fêtes dans la terreur. https://t.co/XBBhY6eFHI",1080559390560796672,en,fr,not_verifiable,training
....in the world. I want clean air and clean water and have been making great strides in improving America’s environment. But American taxpayers – and American workers – shouldn’t pay to clean up others countries’ pollution.,,1070089367224549377,en,en,not_verifiable,training
Research in fostering clean energy development is critical for America’s national security and creates jobs.  Our country spends more on potato chips than we do on ALL energy R&D; less than 1/2% of energy expenditures compared to nearly 15% R&D with pharmaceuticals.,,1063123974211756032,en,en,credible,training
"The ""Pillon government"" does not finance leave for dads, four days in the first five months of a child's life. In 2017, 100,000 dads used them, the government's obscurantists wiped out this opportunity. #pagailpeople","Il “governo Pillon” non rifinanzia i congedi per i papà, 4 giorni nei primi 5 mesi di vita di un bambino. Nel 2017, 100 mila papà li hanno utilizzati, gli oscurantisti al governo azzerano questa opportunità. #pagailpopolo",1046104363297648640,en,it,uncertain,training
"Grief stricken PM Narendra Modi condoling the death of Bharat Ratna Atal Behari Vajpayee at AIIMS, New Delhi.. https://t.co/FUdNdb1Je2",,1030327873796620288,en,en,credible,training
https://t.co/GNwdXbFCM4,,1026830107229544448,en,en,uncertain,training
"“I haven’t seen any evidence that the attempts to interfere in our election infrastructure was to favor Trump,” DHS Secretary Kirstjen Nielsen says, contradicting U.S. intelligence findings #tictocnews https://t.co/wlgl3MOzms",,1019964822455136256,en,en,not_credible,training
,,1011680041879724033,en,en,uncertain,training
"Republican Senate candidate @LeahVukmir:

“Of course families shouldn’t be separated. I was discussing this with Senator Johnson today and he told me they’d be having a hearing as soon as next week to move on a fix to address this problem right away.”",,1009186087737135112,en,en,credible,training
"This is the neighborhood of Erzurum Hasani Basri,
And this is Hasan Basri.
This turbine was surrounded by a large cemetery in time, and now, as you can see, Toki is building.
When it comes to words, people who say that the Chp mosques have built a barn, they sell cemeteries and shrines... https://t.co/1KzHtXAXRc","Burası Erzurum Hasani Basri mahallesi,
resimdeki de Hasan Basri türbesi.
Bu türbenin etrafı geniş bir mezarlıktı zamanında, şimdi ise gördüğünüz üzere  toki bina yapıyor.
Lafa gelince Chp camileri ahır yaptı diyenler, mezarlıkları ,türbeleri bile satıyorlar... https://t.co/1KzHtXAXRc",1002698265475911681,en,tr,credible,training
"This is too funny... the @FoxandFriends team said on air:

Hey @realDonaldTrump, if you're watching, turn some lights on and off!

Well.. https://t.co/Rdiu5N7tfX",,824987446504988672,en,en,not_verifiable,training
Italy has claimed Covid 19 is actually a bacteria. To understand this pl watch this video https://t.co/Z4lOE5E5an,,1268734903408967680,en,en,not_verifiable,training
"Cases, numbers and deaths are going down all over the Country!",,1264564734860427265,en,en,uncertain,training
@claudiob1981 BUT WAKE UP!!! Then we'll have to pay back that money! With conditions and a privileged creditor! They don't give us our share back!,@claudiob1981 MA SVEGLIA!!! Poi quei soldi li dovremmo restituire! Con condizioni e creditore privilegiato! Non ci restituiscono la nostra quota!,1250241251917672449,en,it,credible,training
"These Helpless People are not Tablighis ,They are Poor Hindus Who are Stranded due to Lockdown .Has any TV Chanel discussed This . https://t.co/cw0yZKoViC",,1248625015261556737,en,en,not_credible,training
"People who lost employer-tied health insurance in March:
 
Australia: 0
Belgium: 0
Canada: 0
Chile: 0
Denmark: 0
Finland: 0
France: 0
Germany: 0
Greece: 0
Hungary: 0
Italy: 0
Japan: 0
N Zealand: 0
Norway: 0
Portugal: 0
S Korea: 0
Spain: 0
Sweden: 0
Turkey: 0
UK: 0

USA: 3,500,000",,1246413281226567680,en,en,mostly_credible,training
,,1236733600038600709,en,en,not_credible,training
"Every time this has happened in the past & the person they didn’t support was black, the candidate they picked ended up losing in the fall b/c Dems unnecessarily divided themselves in the primary.",,1230573910384611334,en,en,not_credible,training
"Raj Purohit, BJP on Mumbai malls,eateries&pubs to remain open 24 hrs says Aaditya Thackeray: If a culture of 'alcohol' gets popular, it'll lead to increase in crime against women & there will be thousands of Nirbhaya cases. He should think whether such culture is good for India. https://t.co/kK0jhwyc1D",,1219492919624650753,en,en,not_verifiable,training
"#Mota_Bhai its time for Action. Thukai & Kuttai of these Gaddar Students.

#Indira_Gandhi got today's CPI Leader SitaRamYechuri's pichhwada beaten Red&Blue in 1975 & then made him to resign Presidentship of JNU+read an apology letter.

#This is what is required now in JNU today. https://t.co/pFbWQG0sK4",,1215861036789583872,en,en,not_credible,training
,,1214831791166541824,en,en,not_credible,training
,,1206606067192549377,en,en,not_credible,training
,,1200387332542611456,en,en,uncertain,training
An Israeli policeman strangles a Palestinian child to death Saturday during the demonstration in front of the US embassy in Jerusalem.  The innocent boy even read Kalima e shahadat before dying. Please make this video viral so that it reaches all the media. 💔😭 https://t.co/VRNOXxgrCS,,1201883552847142917,en,en,not_credible,training
"The official textbooks of National Education are full of poor quality, Turkish poor and wrong. Here are a million 340,000 printed textbooks: It's an Israeli alphabet called the Uyghur alphabet! https://t.co/rke61c2anf https://t.co/5Ntbvs6uj0","Milli Eğitim'in resmi ders kitapları, kalitesiz, türkçe fakiri ve yanlışlarla dolu. İşte bir milyon 340 bin adet basılan ders kitabı: Uygur alfabesi diye İsrail alfabesi! https://t.co/rke61c2anf https://t.co/5Ntbvs6uj0",1192678768915165184,en,tr,credible,training
"I just released my plan to pay for #MedicareForAll. It puts $11 trillion back in the pockets of American families, and doesn’t raise taxes on the middle class by even a cent. Here’s how we’re going to get it done: https://t.co/GnPjZA0PFT",,1190342965715177473,en,en,not_verifiable,training
,,1168187562327977984,en,en,not_credible,training
,,1177027791113424896,en,en,not_credible,training
These mass shootings are terrorist acts of war and we need a national response. https://t.co/lptlGhvsmC,,1158466158577758208,en,en,uncertain,training
"Americans are traveling to Canada to pay 12X less for insulin than they would here in the US. That's unacceptable.

It’s time American families are treated fairly & pay a fair price for life-saving meds. That's why I'm fighting for a common-sense solution: https://t.co/rmiOuE8oLd https://t.co/E6iDISDKk2",,1148307921413005312,en,en,uncertain,training
"These are the 'Six To Fix' which make Derry's rail service inferior to East of Bann. Phase 3 works will solve thm all, but @DeptInfra keep delaying it. Tomorrow we present to @DCSDCouncil on this key issue. PLEASE sign our petition to keep the pressure on: https://t.co/PVcKnoZ9uT https://t.co/sPsxGrvzel",,1145766440655564801,en,en,credible,training
"In New York State, Democrats blocked a Bill expanding College Tuition for Gold Star families after approving aid for illegal immigrants. No wonder so many people are leaving N.Y. Very Sad!",,1116911640568573952,en,en,credible,training
The Prime Minister is announcing the date of the federal election #auspol #ausvotes https://t.co/k5Af5Cssvi,,1116097343407812608,en,en,mostly_credible,training
"Black women make only around 63 cents while Native American women earn 58 cents, and Hispanic women make just 54 cents in comparison to every dollar a man makes. Today we not only acknowledge the pay gap, we recommit to closing it. #EqualPayDay2019 https://t.co/rz5lb0SjZn",,1113161402972241920,en,en,mostly_credible,training
"No Collusion, No Obstruction, Complete and Total EXONERATION. KEEP AMERICA GREAT!",,1109918388133023744,en,en,not_verifiable,training
An astonishing phenomenon in America is a landscape after the Obruk of a lake. https://t.co/nlRTSdWwmx,"Amerika’dan şaşırtıcı bir doğa olayı, gölde oluşan Obruk sonrasında ortaya çıkan manzara. https://t.co/nlRTSdWwmx",1107203740828864512,en,tr,not_credible,training
"Bolsonaro from:                               1) Excludes militaries.                                   2) Elderly people will receive R$400.       3) Accidents will receive 60% wages of the, case or accident no be in working.","Previdência de Bolsonaro :                               1) Exclui os militares.                                   2) Idoso pobre receberá R$ 400 reais.       3) Os acidentados receberão 60% do salário, caso o acidente não seja no trabalho.",1098294359039057920,en,pt,credible,training
"Many people commenting, and all the ledger, absurd of the from a Retirement in the Welfare what no reach the military. if the project is already useless, imagine only if no reach that segment, where is is there a real black cash in the regime? Unacceptable #ReajaOrYourSocial SecurityEnds","Muita gente comentando, e com toda a razão, do absurdo de uma Reforma da Previdência que não alcança os militares. Se o projeto já é imprestável, imagine só se não alcança esse segmento, onde existe uma verdadeira caixa-preta no regime? Inaceitável #ReajaOuSuaPrevidênciaAcaba",1098290494709424129,en,pt,credible,training
,,1087375135512903681,en,en,credible,training
"Since 65 percent of the radars are down, people can focus on their driving without being afraid of being flared. #80kmh https://t.co/KJnHAOCKdz","Depuis que 65% des radars sont HS, le gens peuvent se concentrer sur leur conduite sans avoir peur de se faire flasher. #80kmh https://t.co/KJnHAOCKdz",1089845197024972800,en,fr,not_verifiable,training
"AFTER TWO YEARS AND MILLIONS OF PAGES OF DOCUMENTS (and a cost of over $30,000,000), NO COLLUSION!",,1071389414239162369,en,en,not_verifiable,training
"....Will Robert Mueller’s big time conflicts of interest be listed at the top of his Republicans only Report. Will Andrew Weissman’s horrible and vicious prosecutorial past be listed in the Report. He wrongly destroyed people’s lives, took down great companies, only to be........",,1071003598023221248,en,en,not_verifiable,training
,,1062365931689644032,en,en,not_verifiable,training
"What did Joe Manchin say about civility? Today, he said he wanted to ""beat the living crap out of"" his Republican opponent during their debate, at a campaign rally in Marmet. #WVSen https://t.co/2QwJcCbL3A",,1058872491878375424,en,en,mostly_credible,training
BREAKING: Footage in Honduras giving cash 2 women & children 2 join the caravan & storm the US border @ election time. Soros? US-backed NGOs? Time to investigate the source! https://t.co/5pEByiGkkN,,1052629557826736129,en,en,not_credible,training
Good to see Union Minister @nitin_gadkari concurring with our view that the Modi Govt was built on jumlas and fake promises. https://t.co/DewDbnd16w,,1049284601728962560,en,en,uncertain,training
,,1031218338440073216,en,en,uncertain,training
"The UN no said that Lula had to take part in the elections; it was a group of experts from one UN committee. Brazil has obligation zero from follow this. But the striking plus is that this fact demonstrates the level from UN numbness, once dominated by ideologies q n fit c/our culture https://t.co/ZrdKT3iKN4","A ONU não disse q Lula tem q participar das eleições,foi 1 grupo d peritos d um comitê da ONU. O Brasil tem zero obrigação de seguir isso. Porém o mais impressionante é q esse fato demonstra o nível de entorpecimento da ONU, hj dominada por ideologias q n condizem c/nossa cultura https://t.co/ZrdKT3iKN4",1031515422678495232,en,pt,credible,training
"GOP tax cuts have fueled a massive acceleration in job growth since this time last year. For example: 
NE:  ⬆️250% 
WV: ⬆️200%
OH: ⬆️132.3%
TX:  ⬆️96.7%
NC: ⬆️94.1%",,1029536148794880000,en,en,credible,training
"99% of Elana Kagan's White House records were made public before her nomination hearing.

0.08% of Brett Kavanaugh's records are public now.

It's unprecedented to go to these lengths to hide a Supreme Court nominee's records from the American people. 

#ReleaseTheRecords",,1028340772981096448,en,en,not_verifiable,training
"Last year alone, @ICEgov agents removed more than 226K illegal immigrants from our country. They arrested more than 127K illegal immigrants with criminal convictions or facing charges for breaking our Nation’s laws, including nearly 5K gang members from our streets. https://t.co/wJe08ZxetS",,1020002340374568963,en,en,credible,training
"Bhakts are exulting that India has beaten France to become the 6th largest economy in the world. Modi Effect!!
Ahem! India was 3rd Largest Economy in the world in 2011. Manmohan Defect!!
https://t.co/GxWGzgb3er",,1017271613342052352,en,en,uncertain,training
,,1010791214835273728,en,en,not_credible,training
"Since taking office, we have enacted more than $8 billion in cumulative tax relief. As a result, property and income taxes are lower today than they were in 2010. #AccoutnableGov https://t.co/LFAc3EZhys",,1002248343576342528,en,en,credible,training
"The president spent 747m lira from cover funds in the first 4 months of 2018. Which means: He spent 6,225,000 lira daily, except for official spending.","Cumhurbaşkanı, 2018 yılının ilk 4 ayında örtülü ödenekten 747 milyon lira harcadı. Bu da demektir ki; resmi harcamalar dışında her gün 6 milyon 225 bin lira harcamış Cumhurbaşkanı.",996670544383807488,en,tr,uncertain,training
"Cuba has sent 2,000 doctors, 1,650 nurses, 35,000 doses of vaccine and 2 tons of medicine to Syria.

Imperialism takes weapons, bombs, blood flows, takes lives.
Socialism, with humanitarian aid, retains its wounds. https://t.co/mUra1sS5Ob","Küba, Suriye' ye 2000 doktor, 1650 hemşire, 35 bin doz aşı ve 2 ton ilaç göndermiş.

Emperyalizm silah, bomba götürür, kan akıtır, can alır.
Sosyalizm insani yardımla, yaralarını sarar. https://t.co/mUra1sS5Ob",988526609778069505,en,tr,uncertain,training
"Black and Latino people in NYC are arrested at TEN times the rate of white people for virtually the same rate of marijuana usage. Along with @CoryBooker and @SenSanders, I’m cosponsoring a bill to legalize and decriminalize marijuana. Raise your voices and join us in this fight.",,987308068059930624,en,en,credible,training
"If 

we 

don't 

save

net 

neutrality, 

you'll 

get 

the 

internet 

one 

word 

at 

a 

time.

#savethenet #savetheinternet #netneutrality #onemorevote",,968525820410122240,en,en,not_credible,training
"Dow goes from 18,589 on November 9, 2016, to 25,075 today, for a new all-time Record. Jumped 1000 points in last 5 weeks, Record fastest 1000 point move in history. This is all about the Make America Great Again agenda! Jobs, Jobs, Jobs. Six trillion dollars in value created!",,949242950659313669,en,en,credible,training
@realDonaldTrump @JBPritzker @KennedyforIL These guys are now pretty much living up to the @BruceRauner standard. And falling dismally short of the @MittRomney standard. Even Romney released his full tax returns. -DB,,935299261746565120,en,en,credible,training
Trump is trying to hold the gov't hostage over a border wall we don’t need that could cost taxpayers ~$70B to build & $150M/yr to maintain.,,900891983853629441,en,en,not_verifiable,training
"Because they know.

""NO BAGS"" https://t.co/czkM2EvSux","Çünkü bilirler ki;

""ÇANAKKALE GEÇİLMEZ"" https://t.co/czkM2EvSux",843066830348599296,en,tr,credible,training
"Henry Moseley, inventor of the periodic table and the inventor of the atom number, was killed by a Turkish sniper in the Battle of Canakkale.","Periyodik tablonun mucidi ve atom numarasının kaşifi Henry Moseley, Çanakkale Savaşı'nda Türk keskin nişancı tarafından öldürülmüştür.",839567579102470144,en,tr,uncertain,training
